source,target
muscles can stay very constant in size for much of adult life yet dramatic wasting is seen in advanced age and ill health  EOS a better understanding of how muscles regulate their size will help design treatments to slow wasting in disease and to promote active aging  EOS we plan to study a group of older men yrs the age at which muscle bulk starts to decrease to observe how the muscles respond to feeding  EOS we will provide a drink that contains the digested products of proteins from which muscles are built  EOS taking blood samples and some tiny biopsies of muscle done under local anaesthesia will allow us to measure muscle turnover and we will be able to measure for how long after a meal muscles actively take in nutrients before becoming full  EOS we will also measure how long the muscle remains full before it returns to a state where it can again be stimulated to take in nutrients  EOS we will also explore if leucine one of the component parts of protein especially in meat and dairy products and a food widely used supplement can promote the early re stimulation of muscle by eating  EOS,the investigators plan to explore the ability of amino acids the building blocks of proteins in our bodies and in the food we eat to stimulate muscles to grow and stay strong  EOS the investigators will investigate how rapidly after one meal the human body is ready to make use of a second meal and look at the molecular mechanisms underlying this  EOS the investigators will look at these phenomena in older men as this group is known to be subject to a gradual loss of muscle mass and strength  EOS
two phases are foreseen in the study  EOS the questionnaire design phase will be conducted in order to finalise the electronic questionnaire  EOS the enrollment phase will involve the administration of the final web based questionnaires to the subjects included in the enrollment phase  EOS the data generated in this study will be useful to inform parents of newborns about the advantages of vaccinating people who are in close contact with the newborn even before the baby is born in order to prevent the transmission of pertussis to the newborn  EOS no vaccine will be administered during this study  EOS,this study aims to establish an effective method to inform parents or close relatives of newborns about the risk of pertussis transmission to newborns and the advantages offered by the cocooning strategy vaccinating those who are in close contact with the newborn by assessing the factors that affect the parents decision making to accept pertussis immunisation  EOS
theinvestigators and others have shown that airway epithelial cell infection with human rhinovirus hrv is a major risk factor for subsequent exacerbation  EOS additionally the investigators have shown that the nucleotide receptor p x is an important host factor in the prevention of exacerbations and have data to suggest that this may occur at the level of the alveolar macrophage  EOS alveolar macrophages facilitate the resolution of inflammation in part by generating eicosanoid metabolites of arachidonic acid including prostaglandin e pge and lipoxin a lxa  EOS patients with severe asthma have a reduced capacity to generate pge and lxa when compared to those with non severe asthma despite alveolar macrophage expression of two of the key enzymes involved in their production  EOS these and other data suggest that pro resolving eicosanoid metabolism is most efficient when airway epithelial cells are in communication with alveolar macrophages and that these pathways may be defective in patients with severe asthma  EOS moreover inoculation experiments with human rhinovirus hrv demonstrate that alveolar macrophages express cox during resolution  EOS these and other data have led to the central hypothesis that transcellular generation of pge and lipoxins is regulated by p x induced cox expression in alveolar macrophages and that this process facilitates resolution of an hrv triggered exacerbation  EOS,the long range goal of this protocol is to more completely understand the risks and the pathophysiology of asthma exacerbations in order to develop prevention strategies and or expedite a return to complete control of baseline asthma symptoms  EOS
youth injured by violence is a major public health concern in canada  EOS it is the fourth cause of death and the leading reason for a youth to visit an emergency department  EOS in winnipeg of youth who visit an emergency department with an injury due to violence have a second visit for a subsequent violent injury within the following year  EOS this is consistent with studies in other jurisdictions that demonstrated that violent injury is a chronic condition  EOS youth injured by violence have been shown to be in a reflective and receptive state of mind rendering the emergency department setting appropriate for intervention  EOS there are some hospital based intervention programs for youth injured by violence in the u  EOSs  EOS however they have not been evaluated to assess repeat injury using a randomized control trial rct and given the cost of this intervention significant equipoise exists  EOS it is essential to evaluate this intervention rigorously using rct methodology  EOS a pilot rct is prudent prior to the main rct  EOS the investigators propose a wraparound care model delivered by a support worker with lived experience with violence supported by a social worker an addictions and mental health counsellor a family counsellor and links to multiple community supports  EOS these community supports include partnerships with aboriginal and newcomer youth cultural programs as many youth impacted by violence are aboriginal and new immigrants to canada  EOS support workers will be on call hours a day days a week in order to start the intervention in the ed and take advantage of the teachable moment  EOS this pilot study rct will enroll youth aged over one year to each arm  EOS the treatment arm will be the wraparound care model initiated at the time of injury i  EOSe  EOS in the emergency department  EOS the control arm will be providing youth with a list of community programs and will be a waitlist control  EOS the primary outcomes of the pilot study will evaluate evaluate recruitment adherence fidelity and safety of the intervention  EOS the primary outcome for the main trial is repeat visit to any emergency department in winnipeg for a subsequent injury due to interpersonal violence  EOS this will be measured using a combination of administrative data and chart review to ensure high follow up  EOS the secondary outcomes include measurement of counts and severity of injury and housing and education changes  EOS this intervention has been developed using a community based participatory research approach  EOS our team includes clinicians nurses social workers community youth workers former gang members elders and researchers  EOS,youth injured by violence is a major public health concern in canada  EOS it is the fourth cause of death and the leading reason for a youth to visit an emergency department ed  EOS in winnipeg of youth who visit an emergency department with an injury due to violence have a second visit for a subsequent violent injury within the following year  EOS this is consistent with studies in other jurisdictions that demonstrate that violent injury is a chronic condition  EOS youth injured by violence are in a reflective and receptive state of mind rendering the emergency department setting appropriate for intervention  EOS the investigators propose a wraparound care model delivered by a support worker with lived experience with violence supported by a social worker an addictions and mental health counsellor a family counsellor and links to multiple community partners  EOS support workers will be on call hours a day days a week in order to start the intervention in the ed and take advantage of the teachable moment  EOS the proposed study is a pilot randomized control trial to assess the feasibility of a randomized control trial designed to assess efficacy  EOS for the pilot trial the investigators will assess recruitment treatment fidelity participant adherence and safety  EOS the intervention arm will receive wraparound care initiated at the time of their visit for injury due to violence  EOS the control arm will receive standard of care usually a list of community contacts  EOS the investigators will use an adapted pre consent randomization methodology  EOS this intervention has been developed using a community based participatory research approach  EOS our team includes clinicians nurses social workers community youth workers ex gang members elders and researchers  EOS
detailed questionnaire regarding the diagnosis of an onset of chronic fatigue syndrome and patients  EOS using karnofsky scale before and after use of supplements patient scores are compared in a double blind trial  EOS,observational study regarding the use of supplements in chronic fatigue syndrome patients
after a cervical spinal cord injury sci the motor sensory and autonomic deficits cause among other detriments a blunted ability to maintain a constant core temperature  EOS impaired thermoregulation leaves persons with tetraplegia more susceptible to hyperthermia than able bodied persons ab  EOS there has been a paucity of work addressing the thermoregulatory responses of persons with sci to hot ambient temperatures and even less study addressing the effect of these temperatures on cognitive performance  EOS the goals of this pilot study are to improve our understanding of the thermoregulatory mechanisms of individuals with tetraplegia when exposed to heat and to determine the effect of impaired thermoregulatory mechanisms on cognitive performance during exposure to c for up to hours  EOS in order to address our goals we have designed a study methodology which consists of comparing the physiological and psychological responses of the two study groups tetraplegia versus ab controls from thermoneutral c to hot c environments  EOS,the deleterious effects of hyperthermia are well appreciated in able bodied persons  EOS however the consequences of impaired regulation of normal body temperature on cognitive performance of persons with tetraplegia is not known  EOS this study will provide the preliminary findings necessary for future work to design and explore physical and medical interventions to improve temperature regulation in those with tetraplegia with the goal of improved clinical care health and quality of life  EOS the proposed study consists of visit during which subjects with tetraplegia controls will be exposed to f for minutes and then f for up to hours  EOS physiological as well as psychological processes will be monitored in all subjects during the study for safety and to determine differences in responses to exposure to hot ambient temperatures
this will be an open label phase ii trial in adults with recurrent glioblastoma gbm  EOS the novottf a treatment and bevacizumab will be administered on an outpatient basis novottf a treatment will be initiated in the outpatient clinic  EOS primary objectives i  EOS to determine the efficacy of the combination of bevacizumab and novottf a in bevacizumab naive patients with recurrent glioblastoma gbm as measured by month progression free survival pfs  EOS secondary objectives i  EOS to assess safety and tolerability of the combination of bevacizumab and novo ttf a in this patient population  EOS ii  EOS to evaluate overall survival in this population  EOS iii  EOS to determine objective response rate orr by modified revised assessment in neuro oncology rano criteria in this population  EOS iv  EOS to assess time to progression in this population  EOS v  EOS to assess neurocognitive function ncf and quality of life qol in this population  EOS outline patients receive bevacizumab intravenously iv on days and  EOS patients also undergo electric field therapy with novottf a for at least hours daily  EOS courses repeat every days in the absence of disease progression or unacceptable toxicity  EOS after completion of study treatment patients are followed up for at least days  EOS,novottf a is a device and bevacizumab is a study drug that have both been approved by the fda food and drug administration for use as monotherapy in treating glioblastoma multiforme  EOS the novottf l a is a portable battery operated device which produces ttfields within the human body using surface electrodes transducer arrays  EOS intermediate frequency electric fields ttfields stunt the growth of tumor cells  EOS the purpose of this study is to determine the efficacy of the combination of bevacizumab and novottf a in bevacizumab naive meaning have never received bevacizumab before patients with recurrent glioblastoma gbm as measured by month progression free survival  EOS
heat shock protein hsp chaperone proteins stabilize well over different known client proteins helping them to fold correctly as they take up their rightful positions in the cell  EOS inhibitors of the chaperone protein hsp are of current interest because of the central role of hsp in the maturation and maintenance of numerous proteins that are critical for tumor cell viability and growth  EOS snx is a pro drug of snx a potent highly selective small molecule inhibitor of the molecular chaperone heat shock protein hsp  EOS the study will determine the maximum tolerated dose mtd of snx when combined with carboplatin plus paclitaxel in selected solid tumors and assess the safety and efficacy of snx alone dosed at the mtd as maintenance therapy in selected solid tumors treatment  EOS,heat shock protein hsp is a chemical in the body that is involve in the promotion of cancer  EOS snx is an experimental drug that blocks hsp  EOS
durable suppression of hiv replication is critical to improving the health of infected individuals to reducing hiv transmission to sexual partners and from mothers to their infants and to maintaining the effectiveness of the current st line non nucleoside reverse transcriptase inhibitors nnrti based art  EOS across multiple trials individuals with nnrti resistance even at low concentrations have substantially greater virologic failure when treated with nvp vs pi art  EOS a cost effective strategy is needed to detect and manage arv resistant hiv infections  EOS a simple low cost innovative assay the investigators developed and successfully transferred to asian and african countries oligonucleotide ligation assay ola can detect nnrti lamivudine tc resistant hiv using reagents that costs  EOS person  EOS furthermore detection of nnrti resistance by ola is highly p  EOS associated with virologic failure of nevirapine nvp art in two retrospective studies one of thai women who had been previously randomized to single dose nvp and the second of arv naive kenyan adults  EOS the investigators hypothesize that implementation of ola into routine care will allow kenyan clinicians to appropriately target protease inhibitor pi based art and improve rates of durable suppression of viral replication and thus improve cd cell gains and individuals health reduce the transmission of arv resistant hiv within the community and maintain the utility of nnrti art  EOS in addition the investigators hypothesize that programmatically ola guided art will be more cost efficient compared to the current strategy of empiric use of nnrti art as initial treatment  EOS,the investigators propose to gauge improvements in the rate of durable suppression of viral replication by art when ola is used to guide clinical decisions at the pepfar coptic hope center in kenya and to determine the cost effectiveness of implementing this strategy at coptic hope center  EOS
we propose to start with infants weeks of gestation  EOS within this group we will test the electrodes for increasing lengths of time  EOS the first group will have the electrodes in place for minutes  EOS after doing this on two separate infants without issue the length of time will increase to hour hours and end with hours  EOS to move up to the next time increment safety will be documented in two infants  EOS in all of the time groups tested we will enroll infants but with the final time group of hours we will aim for infants  EOS infants will be tested within the first days of life  EOS the neonate s gestational age will be recorded and the neonate assigned a study number  EOS information about the ease of use of the device how it was fitted and any effects it had on the skin  EOS in addition the head circumference and the birth weight or weight at time of application will be collected  EOS this will be the only medical information collected  EOS after this group has been completed we will enroll week infants and follow the same protocol of time increments with the same numbers needed to move up and also with the goal of infants in the final group of hours  EOS there will be a nursing evaluation form for the bedside nurse to complete accessing skin integrity and erythema after device removal and also ease of use and possible interference with cares and other devices  EOS one clinical nurse will be the sole person placing and removing the net but the bedside nurse and will still do an evaluation evaluating the skin under and around the dense array every minutes  EOS the neonates head will be turned every minutes following the skin check to avoid pressure injury related to the array  EOS a brief optional questionnaire will be given to the bedside nurse to validate that the device did not interfere with the bedside nursing care see questionnaire  EOS inclusion criteria will be infants weeks gestation  EOS exclusion criteria will be any infants with evidence of pre existing skin condition breakdown rashes or problems with skin integrity  EOS infants with a known neurological condition hydrocephalus dandy walker malformation craniosynostosis av malformation will be excluded as well  EOS also secondary to the nature of the device and the surface area it takes up infants on cpap will be excluded as well  EOS,dense array eeg and eit electrical impedence tomography are new technologies that can add to information needed to diagnose neurological problems in infants both preterm and term  EOS the investigators propose a method to test these technologies in the preterm population to determine its safety and ease of use  EOS the investigators will test on preterm infants of weeks gestation starting first with the older infants weeks then moving down to the smaller population weeks  EOS in both groups the investigators will start with a short time period and gradually extend the time as safety is established  EOS all studies will be conducted at shands teaching hospital at the university of florida  EOS
this study is a arm randomized controlled trial to evaluate the feasibility acceptability and preliminary efficacy of an mi based program for weight loss in young adults  EOS participants will be assigned to either the mi behavioral weigh loss or behavioral weight loss arms both arms will receive a week behavioral weight loss program including individual in person sessions followed by weekly behavioral weight loss modules reporting of key behaviors and feedback on progress relative to goals all via email  EOS session content will be quite distinct between the two arms with an increased emphasis on personalized feedback relative to healthy norms enhancing autonomous motivation and choice surrounding diet and activity goals in the mibwl arm  EOS assessments will take place at and months followed by exit interviews to help refine the protocol  EOS,this study is a arm randomized controlled trial to evaluate the feasibility acceptability and preliminary efficacy of an mi based program for weight loss in young adults  EOS
this study s purpose is to assess treatment efficacy survival rate and safety of tace using drug eluting microspheres loaded with doxorubicin for unresectable hepatocellular carcinoma  EOS study design prospective observational study  EOS primary objective to collect data on tumor response after administration of drug eluting microspheres that were preloaded with doxorubicin  EOS secondary objectives to collect data on survival rate time to progression tolerability of treatment number of treatment required to achieve objective response and improvement of quality of life  EOS treatment method day doxorubicin at a dose of mg m has been charged onto ml of microspheres at pharmacy  EOS it is suggested to dissolve doxorubicin powder with ml of contrast medium  EOS the charging time of microspheres is at least minutes  EOS day prehydration antibiotic prophylaxis and setting up of a therapeutic scheme appropriate for analgesic prophylaxis day duration as previously reported day upon admittance to the radiology room vial of tropisetron diluted in ml of physiological solution and vial of morphine hydrochloride diluted in ml i  EOSv  EOS are administered by slow drip  EOS one vial of morphine hydrochloride diluted in ml i  EOSv  EOS to be repeated one hour after the procedure and if necessary also after hours  EOS tropisetron i  EOSv  EOS if needed  EOS intra arterial premedication optional with vial of verapamil diluted in ml of normal saline solution followed by ml of lidocaine  EOS tumor infusion segment s with dominant disease of doxorubicin at a dose of mg m preloaded into ml of m m microspheres  EOS a second tumor infusion is allowed if other lesions are present daughter tumor using doxorubicin at a dose of mg m preloaded into ml of m m microspheres following radiologist and oncologist s planning of cure  EOS day the above procedure is repeated  EOS day in case of response a third administration following the above procedures will be repeated evaluation of response response is assessed at and days after tace monitoring tumor dimension using chest abdomen cat scan with and without contrast medium and cancer markers cea carbohydrate antigen ca  EOS tumor response is performed according to the response evaluation criteria in solid tumors recist criteria  EOS assessment of quality of life assessment of quality of life with alliative performance scale ppsv is performed during the baseline visit and and days after treatment  EOS,hepatocellular carcinoma hcc is the fifth most common type of cancer in men and the seventh in women and is the third most common cause of death from cancer worldwide  EOS the overall incidence of hcc remains high in developing countries and is steadily rising in most industrialized countries  EOS tace with doxorubicin eluting beads deb tace has recently been developed as a novel therapy option for hcc  EOS in order to maximize its therapeutic efficacy doxorubicin loaded beads were developed to deliver higher doses of the chemotherapeutic agent and to prolong its permanence within the tumor  EOS the comparison of efficacy and safety of tace with drug eluting microspheres in comparison with conventional tace ctace showed that response and time to progression in the group was significantly higher than that of the ctace group  EOS tace with drug eluting microspheres thus appears to be a feasible and promising approach to the treatment of hcc  EOS this study s purpose is evaluating treatment efficacy survival rate and safety of tace using drug eluting microspheres loaded with doxorubicin for unresectable hepatocellular carcinoma  EOS
excess mortality associated with ra is due largely to cvd that is not explained by traditional risk factors  EOS although articular manifestations usually dominate the clinical picture ra is a systemic inflammatory disease and systemic inflammation is the thought to be the underlying mechanism responsible for the increased cvd risk associated with ra  EOS because chronic inflammation can persist in treated ra patients with little or no clinically detectable joint inflammation treatment to targets based largely on clinically measured joint activity may not adequately suppress the systemic inflammation associated with progression of atherosclerosis  EOS the acr recommends treatment to a therapeutic target of low disease activity as determined by standardized clinical assessments  EOS we hypothesize that treated ra patients who have reached this acr target of low disease activity nonetheless have persisting systemic inflammation that contributes to atherogenesis  EOS we further hypothesize that acceleration of ra directed therapy with systemic anti inflammatory treatments tnf inhibition in patients with low disease activity will improve endothelial function reduce vascular inflammation and improve the functionality of hdl particles key biological features in the progression of atherosclerosis and its clinical manifestations  EOS trial design prospective randomized double blind crossover trial comparing the addition of adalimumab to the addition of placebo  EOS study population ra patients on non biological dmards with low disease activity as determined by a standardized clinical assessment disease activity score joints das  EOS  EOS primary endpoint primary endpoint is change in endothelial cell function as detected by brachial artery fmd at months of adalimumab treatment compared to months of placebo  EOS we postulate that anti tnf therapy with adalimumab will lead to an absolute increase of in fmd which typically translates into a reduction in cardiovascular event rates  EOS,rheumatoid arthritis patients are at increased risk of cardiovascular disease because of systemic inflammation that can persist even in patients with well controlled joint disease  EOS we hypothesize that adding an anti tumor necrosis factor medication adalimumab to standard non biologic therapy for rheumatoid arthritis will improve endothelial function reduce cardiovascular risk in these patients  EOS the design of the trial is as follows month prospective randomized double blind crossover trial comparing the addition of adalimumab to the addition of placebo  EOS the primary endpoint is a change in endothelial cell function as detected by brachial artery fmd at months of adalimumab treatment compared to months of placebo  EOS
propofol is a hypnotic drug commonly used for induction and maintenance of general anesthesia  EOS propofol is adiministered intravenously and has a comfortable side effect profile  EOS patients recover fast after propofol anesthesia and are less likely to suffer from post operative nausea and vomiting compared to general anesthesia with inhalational anesthetics  EOS however titration of propofol can be challenging and patients may suffer from over or underdosing during propofol anesthesia  EOS recent work has demonstrated that propofol is exhaled during anesthesia  EOS monitoring of propofol concentrations in breath gas during anesthesia may help to titrate propofol anesthesia more effectively  EOS yet it is unclear how propofol concentrations vary among patients  EOS this study aims to investigate this variation in a cohort of patients undergoing general anesthesia for elective surgical procedures  EOS propofol will be measured in breath gas continuously from the induction of anesthesia until recovery  EOS blood samples will be drawn from the start of anesthesia up to h after the end of the anesthesia procedure and assayed for propofol blood concentrations  EOS we will built a pharmacokinetic model from breath and blood measurements in order to describe the variability of propofol breath concentrations among study participants  EOS,this trial investigates the relationship between concentrations of the anesthetic drug propofol in exhaled breath and blood in patients undergoing general anesthesia for elective surgery  EOS the main goal of this study is to develop a population pharmacokinetic model for propofol in exhaled breath  EOS
hydroxy methylglutaryl coenzyme a hmg co a reductase inhibitors statins are commonly prescribed to lower low density lipoprotein cholesterol ldlc and to prevent cardiovascular disease cvd a leading cause of morbidity and mortality  EOS long term adherence to statins in the primary care environment is challenging consequences of statin non adherence include higher ldlc levels hospitalizations costs and death due to cvd  EOS medication non adherence is complex and multifactorial and can be associated with a number of factors including medication cost complexity of medication regimen poor provider patient relationship communication and adverse side effects  EOS for statins side effects such as muscle aches cramping and pain referred to broadly as statin related myopathy are a frequent cause of non adherence  EOS these symptoms are non specific and are frequent reasons for stopping statin therapy due to patient or provider concern about the possibility of statin related myopathy  EOS many patients may be needlessly deprived of the cardiovascular benefits of long term statin use  EOS a genetic risk factor for statin myopathy and subsequent non adherence has recently been identified  EOS in a genome wide association study a genetic variant named slco b was a main contributor of statin myopathy  EOS it was demonstrated that the slco b variant is not only a predictor of myopathy but also of premature statin discontinuation  EOS the risk with the allele is statin specific greatest with simvastatin and atorvastatin use the least with pravastatin or rosuvastatin  EOS therefore the slco b variant is common can predict myopathy subsequent non adherence and due to its statin specific effects creates a novel research paradigm for personalizing statins to an individual s genetic profile  EOS carriers of the slco b variant may do best on rosuvastatin pravastatin or fluvastatin whereas non carriers may be treated with any statin  EOS the objective of this study is to conduct a randomized trial comparing two strategies  EOS genetically guided statin therapy vs  EOS  EOS usual care i  EOSe  EOS a strategy without genetics on the effects of statin adherence and ldlc lowering  EOS the overall hypothesis is that genetically guided statin therapy will lead to greater statin adherence and lower ldlc when compared to a non guided strategy  EOS the design of this trial will randomize primary care patients within duke university health system duhs and travis air force base tafb clinics that are nonadherent to statins due to prior side effects in an unblinded fashion stratified by slco b genotype  EOS,the purpose of this study is to examine if using genetics can improve statin adherence in patients who should be taking statins but are not because of prior side effects  EOS this study will assist physicians providers in making a personalized health care plan for prevention of cardiovascular disease  EOS
major depressive disorder mdd is a common psychiatric condition mostly treated with antidepressant drugs which are limited for issues such as refractoriness and adverse effects  EOS in this context the researchers investigate a non pharmacological treatment known as transcranial direct current stimulation tdcs  EOS in a prior clinical trial with patients with mdd the investigators demonstrated that the combination of tdcs with sertraline mg day had increased faster effects on depressive symptoms brunoni et al  EOS jama psychiatry  EOS however although the investigators suggested that tdcs vs  EOS sertraline had similar efficacy such comparison was compromised due to the low sertraline dose and also because the comparison of sertraline vs  EOS placebo was not significant  EOS to prove that tdcs is similarly effective than antidepressants would have a tremendous impact in clinical psychiatry since tdcs is virtually absent of adverse effects  EOS its ease of use portability and low price are also interesting characteristics for using in primary and secondary health care  EOS thus our aim is to compare tdcs against a fully dosed effective antidepressant  EOS the study will be a non inferiority randomized double blinded placebo controlled three arm trial comparing active tdcs placebo pill sham tdcs escitalopram mg day and sham tdcs placebo pill for ten weeks randomizing patients with mdd in a ratio less to placebo  EOS our primary aim is to show that tdcs is not inferior to escitalopram mg day with a noninferiority margin of at least of the escitalopram placebo effect  EOS as secondary aims the researchers will investigate putative biomarkers for tdcs response  EOS this is important considering the large sample size of this study and also the paucity of tdcs studies therefore the identification of such biomarkers could generate new hypothesis for future studies and for tdcs mechanisms of action  EOS the biomarkers will be genetic polymorphisms bdnf slc a thp ht a serum markers bdnf motor cortical excitability cortical silent period intracortical inhibition intracortical facilitation heart rate variability and neuroimaging structural volume of the dorsolateral prefrontal and anterior cingulate cortex white matter tracts of the prefrontal cortex and posterior cingulate cortex connectivity  EOS this project represents a novel research line in our institution and the investigators thereby propose the onset of a new center denominated c  EOSi  EOSn  EOSa  EOS interdisciplinary center for applied neuromodulation that will foment the use and development of projects using neuromodulation techniques  EOS this new center will also interact with other centers on the fields of clinical research neurosciences and neuropsychiatry  EOS,major depressive disorder mdd is a common psychiatric condition mostly treated with antidepressant drugs which are limited for issues such as refractoriness and adverse effects  EOS in this context the investigators investigate a non pharmacological treatment known as transcranial direct current stimulation tdcs  EOS to prove that tdcs is similarly effective than antidepressants would have a tremendous impact in clinical psychiatry since tdcs is virtually absent of adverse effects  EOS its ease of use portability and low price are also interesting characteristics for using in primary and secondary health care  EOS thus our aim is to compare tdcs against a fully dosed effective antidepressant  EOS the study will be a non inferiority randomized double blinded placebo controlled three arm trial comparing active tdcs placebo pill sham tdcs escitalopram mg day and sham tdcs placebo pill  EOS our primary aim is to show that tdcs is not inferior to escitalopram mg day with a noninferiority margin of at least of the escitalopram placebo effect  EOS
inaccuracy of medication histories and lack of knowledge on actual medication use results in confusion about medication regimens and medication mismanagement before during and after hospital admission  EOS this phenomenon accounts for many readmissions longer duration of admission and preventable and serious adverse drug events ades as a result of drug related problems drps  EOS several studies show that discharge medication reconciliation mr and counseling by a pharmacy employee reduces the amount of discrepancies in the discharge prescription lists  EOS still no unequivocal effect of mr on the occurrence of drps after discharge has been shown  EOS this is due to a shift in underlying potential harmful discrepancies from mainly patient based unintended nonadherence to mainly system based eg dispensing errors and might be explained by suboptimal transfer of information an overload of information during a stressful situation and difficulty to implement changes in medication at home  EOS therefore the reduction of drps improvement of patients medication knowledge and initial adherence can probably most effectively be addressed in a multifaceted integrated transmural intervention  EOS repetition of important information is the key to success  EOS moreover the first weeks following hospital discharge are most crucial in preventing drug related problems as patients could slip back in old medication schemes or new problems may arise such as emerging ades due to medication changes made during hospitalization  EOS,the purpose of this study is to determine the the effect of a home based medication management program on drug related problems post discharge  EOS
magnesium is the fourth most abundant cation in the body and plays an important physiological role in many of its functions  EOS there are no readily available and easy methods to assess magnesium status but it is estimated that magnesium deficiency is a common problem  EOS magnesium deficiency can cause a wide variety of features including hypocalcaemia hypokalaemia and cardiac and neurological manifestations  EOS chronic low magnesium state has been associated with a number of chronic diseases including diabetes hypertension coronary heart disease and osteoporosis  EOS there are not enough studies on magnesium status in chronic cirrhotics who may be in depletion  EOS however several studies have shown in patients magnesium deficiency with liver cirrhosis  EOS patients with liver cirrhosis showed considerably reduced muscle strength and muscle mg  EOS magnesium may have a role in the neuromuscular and neuropsychiatric manifestations of chronic liver disease hepatic encephalopathy and muscle cramps  EOS the use of magnesium as a therapeutic agent in asthma myocardial infarction and pre eclampsia is also discussed  EOS we suggest addition of magnesium to patients with established cirrhosis in order to reduce the neuromuscular and neuropsychiatric manifestations of chronic liver disease  EOS,several studies have shown in patients magnesium deficiency with liver cirrhosis  EOS patients with liver cirrhosis showed considerably reduced muscle strength and muscle magnesium  EOS we suggest addition of magnesium to patients with established cirrhosis in order to reduce the neuromuscular and neuropsychiatric manifestations of chronic liver disease  EOS
study design the study is a two arm single center consecutively enrolled retrospective study  EOS patients enrolled will have previously received either an itotal cr knee replacement or a standard total knee replacement  EOS the study site will be located in the united states  EOS a minimum of with a maximum of patients will be enrolled in each study arm for a maximum of patients  EOS study duration this study involves retrospective data collection of operative and peri operative information to determine the cost impact of several surgical variables  EOS the study will be complete when the retrospective data has been collected on up to patients per arm  EOS,the purpose of this study is to evaluate the costs and benefits of the conformis itotal total knee replacement system versus standard total knee arthroplasty  EOS this study is designed to illustrate the difference in cost between standard total knee replacements and the conformis itotal at a single institution  EOS
this trial is designed as a randomized evaluator blinded active controlled multi center study comparing the efficacy and safety of wh ointment and aquacel hydrofiber dressing in the treatment of diabetic foot ulcers  EOS independent evaluators who blinded to subjects treatment will evaluate whether the wound has healed  EOS eligible subjects will be randomized to receive either wh ointment or aquacel hydrofiber dressing in a allocation  EOS the study treatment will be applied to the selected ulcer for a maximum period of weeks until the wound ulcer closure wound size of for two consecutive visits at least weeks apart or until the subject exited the study as treatment failure  EOS after that all subjects regardless of wound healing at the end of comparison period will be followed for weeks to investigate durability  EOS during the follow up period aquacel hydrofiber dressing will be applied for subjects who have unhealed or with recurrent wound  EOS each target ulcer with wound photographs for blind assessment will be monitored at each scheduled visit  EOS one interim analysis is planned at around of study information the final analysis will be conducted at the end of the study  EOS,the primary objective of this study is to evaluate the efficacy of the new treatment of wh ointment compared to aquacel hydrofiber dressing applied to chronic diabetic foot ulcers for up to weeks  EOSan additional objective of this study is to collect safety information including adverse events and clinical laboratory abnormalities  EOS
up to recently it has been assumed that in the setting of metastatic solid tumors locoregional control of clinically apparent metastases does not substantially impact survival due to undetectable micrometastic clinically not visualized disease that ultimately lead to treatment failure progression  EOS however as more advanced systemic therapy continue to improve control of micrometastatic disease failures at the original sites of disease remain common  EOS furthermore some studies have shown locoregional treatment of limited clinical metastases to actually improve survival  EOS therefore the investigators hypothesize that aggressive treatment to clinically active sites of disease alone or in addition to systemic therapy may improve survival or alter the course of the disease in some patients with limited metastatic disease  EOS,patients with metastatic cancer are usually treated with systemic therapy treating the entire body with the assumption that any localized treatment of clinically apparent metastases would not impact survival  EOS in the setting of increasingly effective systemic therapy and limited metastatic disease aggressive treatment to clinically active sites of disease alone or in addition to systemic therapy may improve survival  EOS
renal tumor patients for whom laparoscopic partial nephrectomy is suitable will be randomly divided into two groups segmental artery clamping group and main artery clamping group  EOS all procedures were performed by the same laparoscopic surgeon  EOS blood loss operation time warm ischemia time complications and affected renal function before and after operation will be recorded and compared  EOS the safety and efficiency of laparoscopic partial nephrectomy with segmental renal artery clamping will be evaluated in comparison with the conventional main renal artery clamping technique  EOS,the purpose of this study is to compare the efficacy and safety of the segmental artery clamping and main renal artery clamping during laparoscopic partial nephrectomy
this is a longitudinal study of individuals diagnosed with any one of the nine glycoproteinoses  EOS because of the small number of individuals diagnosed with these diseases participants will be strongly encouraged to be evaluated in person at a study site but inability to travel to a study site will not exclude a person from participating  EOS this non interventional study will also collect medical information about participants through questionnaire phone interviews and review of medical records regarding the person s usual medical care including lab testing and x rays or other imaging studies  EOS participants who are evaluated at the study center will have a physical examination performed by a clinical geneticist and neuropsychological studies administered by the study psychologist  EOS neuropsychological studies assess intelligence learning abilities language skills and ability to participate in day to day activities of life  EOS participants seen at the study center will have skeletal x rays performed to evaluate the impact of the disease on the participant s bones  EOS every participant will complete or have a care provider complete for them a questionnaire about their birth development and medical history an interview with study personnel in person or via telephone follow up interviews on at least an annual basis to update the medical history each participant will be asked to give a blood sample give a urine sample some participants may be asked to give a skin biopsy  EOS,the glycoproteinoses are among the most rare and least researched of the lysosomal diseases  EOS the diseases include aspartylglucosaminuria fucosidosis galactosialidosis alpha mannosidosis beta mannosidosis mucolipidosis ii mucolipidosis iii schindler disease and sialidosis  EOS longitudinal studies of these conditions are needed in order to better define how common the diseases are identify clinical features which could contribute to early diagnoses detail progression of the diseases assess the supportive therapies currently used and identify potential treatments  EOS laboratory tests will evaluate metabolic and genetic defects found in participants blood and urine samples  EOS
